1,0.30977,0.12759,-0,0.18219
2,-0,-7.4579e-10,8.3492e-10,4.8311e-10
3,0.3675,0.071713,0.29579,5.5511e-16
4,0.29362,0.057553,-0,0.23607
5,0.3065,0.25357,-0,0.052927
6,0.16058,0.15944,0.0011403,-0
7,0.67301,0.51263,-0,0.16038
8,0.33871,0.22184,-0,0.11687
9,0.32189,0.32066,3.6673e-10,0.0012222
10,0.044405,0.044387,-0,1.8743e-05
11,0.3065,0.19014,0.11636,-0
12,0.046467,0.046455,1.2235e-05,-0
13,0.24414,0.24414,-0,9.0447e-07
14,0.36536,0.30233,-0,0.063027
15,0.38859,0.38859,6.9793e-07,-0
16,NaN,NaN,NaN,NaN
17,-0,2.5496e-11,1.2314e-10,1.4787e-11
18,0.36266,0.3599,0.0027667,-0
19,0.33437,0.12472,-0,0.20964
20,0.1047,0.1047,-0,8.4627e-07
21,-0,2.5496e-11,1.2314e-10,1.4787e-11
22,-0,2.5496e-11,1.2314e-10,1.4787e-11
23,0.094824,0.094821,-0,3.0326e-06
24,-0,2.5496e-11,1.2314e-10,1.4787e-11
25,-0,6.7027e-11,1.3281e-10,3.7002e-11
26,-0,2.5496e-11,1.2314e-10,1.4787e-11
27,-0,4.334e-11,1.4396e-10,2.5351e-11
28,-0,2.5496e-11,1.2314e-10,1.4787e-11
29,-0,2.5496e-11,1.2314e-10,1.4787e-11
30,0.29877,0.090414,-0,0.20836
31,0.068815,0.068811,-0,3.104e-06
32,-0,2.5496e-11,1.2314e-10,1.4787e-11
33,0.33562,0.2993,-0,0.036326
34,0.61688,0.61688,-0,-0
35,0.27031,0.27031,1.0919e-06,-0
36,0.29877,0.29118,0.0075914,3.3029e-13
37,-0,2.5496e-11,1.2314e-10,1.4787e-11
38,0.33603,0.23367,-0,0.10236
39,-0,2.5496e-11,1.2314e-10,1.4787e-11
40,0.34657,0.0016375,-0,0.34494
41,0.35793,0.35521,-0,0.0027262
42,0.30456,0.088119,0.21644,-0
43,0.1047,0.1047,2.3032e-07,-0
44,0.07976,0.079756,4.796e-06,-0
45,0.073886,0.073867,1.8124e-05,-0
46,-0,-7.4579e-10,8.3492e-10,4.8311e-10
47,0.24034,0.24033,3.3584e-06,1.1102e-16
48,0.27031,0.27025,5.8795e-05,-0
49,-0,4.334e-11,1.4396e-10,2.5351e-11
50,0.31705,0.056356,-0,0.26069
51,-0,4.334e-11,1.4396e-10,2.5351e-11
52,0.13213,0.13211,1.8028e-05,-0
53,-0,-7.4579e-10,8.3492e-10,4.8311e-10
54,-0,-7.4579e-10,8.3492e-10,4.8311e-10
55,0.15193,0.15187,-0,6.7834e-05
56,0.073886,0.073882,-0,3.6765e-06
57,0.14135,0.1087,-0,0.032657
58,0.060505,0.060487,1.7391e-05,-0
59,-0,-7.4579e-10,8.3492e-10,4.8311e-10
60,0.34657,0.34568,0.000893,-0
61,0.36348,1.0252e-05,-0,0.36347
62,0.25458,0.14076,-0,0.11382
63,0.060505,0.060504,1.0232e-06,-0
64,0.24414,0.24395,0.00018309,2.931e-14
65,NaN,NaN,NaN,NaN
66,0.1047,0.052961,0.051735,-0
67,0.18948,0.10073,0.088754,-0
68,0.35686,0.22078,-0,0.13608
69,0.11044,0.11042,2.1433e-05,1.1102e-15
70,0.13213,0.13212,1.2569e-05,-0
71,0.21576,0.1079,0.10786,-0
72,0.060505,0.060432,7.3352e-05,2.125e-13
73,-0,2.5496e-11,1.2314e-10,1.4787e-11
74,0.35839,0.15506,0.20333,7.6161e-14
75,0.1973,0.19699,0.00031571,-0
76,0.1885,0.18714,0.0013671,-0
77,0.27799,0.27429,0.0036962,-0
78,-0,-7.4579e-10,8.3492e-10,4.8311e-10
79,0.35686,0.036406,6.8867e-13,0.32045
80,0.086646,0.086645,-0,7.9108e-07
81,-0,2.5496e-11,1.2314e-10,1.4787e-11
82,-0,-7.4579e-10,8.3492e-10,4.8311e-10
83,0.20708,0.20676,0.0003171,-0
84,-0,-7.4579e-10,8.3492e-10,4.8311e-10
85,0.33526,0.1874,-0,0.14785
86,0.28763,0.12383,-0,0.1638
87,0.34657,0.3243,-0,0.022277
88,0.21576,0.079727,0.13603,-0
89,-0,2.5496e-11,1.2314e-10,1.4787e-11
90,-0,-7.4579e-10,8.3492e-10,4.8311e-10
91,-0,2.5496e-11,1.2314e-10,1.4787e-11
92,-0,4.334e-11,1.4396e-10,2.5351e-11
93,-0,2.5496e-11,1.2314e-10,1.4787e-11
94,0.36785,0.35487,-0,0.012988
95,0.34657,0.17358,-0,0.17299
96,-0,-7.4579e-10,8.3492e-10,4.8311e-10
97,0.28763,0.15631,-0,0.13132
98,1.9815,1.9815,-0,-0
99,0.29145,0.28618,7.8826e-15,0.0052691
100,0.62517,0.091775,-0,0.5334
101,0.33333,0.26418,0.069144,-0
102,0.89121,0.48953,-0,0.40169
103,0.48666,0.40782,-0,0.078841
104,0.60418,0.31175,-0,0.29242
105,-0,-7.4579e-10,8.3492e-10,4.8311e-10
106,0.53204,0.53204,7.7938e-14,7.7938e-14
107,0.36266,0.35782,1.3234e-13,0.0048399
108,-0,-7.4579e-10,8.3492e-10,4.8311e-10
109,0.34657,0.29681,0.049763,7.7716e-16
