1,0.35102,0.34832,-0,0.0027006
2,0.31546,0.31545,-0,4.5893e-06
3,0.30233,0.15352,4.4409e-16,0.14881
4,0.071514,0.049858,-0,0.021657
5,0.12832,0.11738,-0,0.010941
6,-0,2.5496e-11,1.2314e-10,1.4787e-11
7,0.19547,0.19547,-0,7.6521e-07
8,-0,2.5496e-11,1.2314e-10,1.4787e-11
9,-0,-3.8259e-08,2.5172e-08,1.4852e-08
10,NaN,NaN,NaN,NaN
11,0.31585,0.3158,5.6382e-05,-0
12,-0,-3.8259e-08,2.5172e-08,1.4852e-08
13,0.4334,0.43332,8.1073e-05,-0
14,0.19547,0.19539,7.328e-05,1.2546e-14
15,0.3065,0.12347,-0,0.18302
16,0.36478,0.046185,-0,0.31859
17,-0,2.5496e-11,1.2314e-10,1.4787e-11
18,0.34657,0.17358,-0,0.17299
19,0.094824,0.094767,5.7141e-05,-0
20,-0,-3.8259e-08,2.5172e-08,1.4852e-08
21,-0,-3.8259e-08,2.5172e-08,1.4852e-08
22,-0,-7.4579e-10,8.3492e-10,4.8311e-10
23,0.21576,0.17149,0.044272,-0
24,0.56894,0.27143,0.29751,-0
25,-0,-7.4579e-10,8.3492e-10,4.8311e-10
26,0.36205,0.25742,0.10463,-0
27,-0,-7.4579e-10,8.3492e-10,4.8311e-10
28,0.36393,0.35638,0.0075486,-0
29,-0,-7.4579e-10,8.3492e-10,4.8311e-10
30,0.34004,0.21785,0.12219,2.7756e-15
31,0.34045,0.34037,7.6622e-05,1.5543e-15
32,0.2922,0.19965,-0,0.092554
33,-0,-3.8259e-08,2.5172e-08,1.4852e-08
34,0.25177,0.25177,7.3785e-08,-0
35,-0,-7.4579e-10,8.3492e-10,4.8311e-10
36,0.24586,0.04169,0.20417,-0
37,-0,-3.8259e-08,2.5172e-08,1.4852e-08
38,-0,-3.8259e-08,2.5172e-08,1.4852e-08
39,0.36785,0.011161,0.35669,-0
40,-0,-7.4579e-10,8.3492e-10,4.8311e-10
41,NaN,NaN,NaN,NaN
42,0.27031,0.062829,0.20748,-0
43,0.086646,0.086642,-0,3.3027e-06
44,0.36652,0.3199,-0,0.046615
45,0.32655,0.32654,1.1102e-16,5.3358e-06
46,0.21576,0.21576,1.5543e-15,2.7585e-06
47,-0,4.334e-11,1.4396e-10,2.5351e-11
48,0.36536,0.1907,-0,0.17466
49,-0,6.7027e-11,1.3281e-10,3.7002e-11
50,-0,-3.8259e-08,2.5172e-08,1.4852e-08
51,-0,-7.4579e-10,8.3492e-10,4.8311e-10
52,0.25732,0.25731,-0,6.4936e-06
53,0.22745,0.085697,0.14175,-0
54,-0,-7.4579e-10,8.3492e-10,4.8311e-10
55,0.1885,6.0243e-05,0.18844,-0
56,0.66539,0.66536,3.8858e-15,2.2991e-05
57,0.19547,0.16377,-0,0.0317
58,0.26865,0.26865,-0,5.5832e-06
59,0.58019,0.58007,-0,0.00012065
60,0.3065,0.28265,-0,0.023848
61,-0,1.6865e-10,1.7029e-10,1.2365e-10
62,-0,4.334e-11,1.4396e-10,2.5351e-11
63,0.27031,0.27031,1.0325e-14,1.0325e-14
64,0.15193,0.15187,-0,6.9509e-05
65,0.17851,0.17851,-0,3.7419e-06
66,0.15193,0.15187,-0,6.139e-05
67,0.27031,0.16796,-0,0.10235
68,NaN,NaN,NaN,NaN
69,-0,4.334e-11,1.4396e-10,2.5351e-11
70,0.27031,0.2703,-0,5.5619e-06
71,0.17851,0.17851,2.2204e-15,2.2204e-15
72,0.073886,0.073792,-0,9.4042e-05
73,0.26865,0.2326,-0,0.036059
74,-0,4.334e-11,1.4396e-10,2.5351e-11
75,0.1699,0.0052976,-0,0.1646
76,0.34923,0.0031798,-0,0.34605
77,0.34137,0.053299,-0,0.28807
78,0.2529,0.027855,-0,0.22505
79,0.49248,0.17867,-0,0.31381
80,-0,4.334e-11,1.4396e-10,2.5351e-11
81,-0,4.334e-11,1.4396e-10,2.5351e-11
82,0.36436,3.9093e-05,0.36432,-0
83,-0,-3.8259e-08,2.5172e-08,1.4852e-08
84,-0,-3.8259e-08,2.5172e-08,1.4852e-08
85,0.48471,0.12467,0.36005,-0
86,0.21799,0.21798,8.6897e-06,-0
87,-0,-7.4579e-10,8.3492e-10,4.8311e-10
88,0.35435,0.35427,7.5807e-05,-0
89,0.4098,0.40293,-0,0.0068676
90,-0,4.334e-11,1.4396e-10,2.5351e-11
91,0.051222,0.051205,1.7075e-05,-0
92,0.064393,0.064381,1.2322e-05,-0
93,-0,-3.8259e-08,2.5172e-08,1.4852e-08
94,0.33424,0.33349,0.00075092,1.1102e-15
95,0.21238,0.21236,1.3852e-05,-0
96,0.22394,0.22053,0.0034066,1.1102e-15
97,0.068815,0.068715,9.935e-05,2.82e-14
98,0.15193,0.15193,9.0824e-07,-0
99,0.07976,0.07976,2.0587e-07,-0
100,0.36781,0.3678,9.0679e-06,2.4425e-15
101,0.33062,0.3306,1.8371e-05,-0
102,0.33333,0.33333,-0,-0
103,0.23026,0.028922,4.885e-15,0.20134
104,0.07976,0.079671,-0,8.9256e-05
105,0.49608,0.49607,-0,1.08e-05
106,0.3367,0.14321,-0,0.19349
107,-0,2.5496e-11,1.2314e-10,1.4787e-11
108,0.28404,0.23551,-0,0.048526
109,-0,4.334e-11,1.4396e-10,2.5351e-11
110,0.3675,0.35372,-0,0.013786
111,-0,2.5496e-11,1.2314e-10,1.4787e-11
112,-0,4.334e-11,1.4396e-10,2.5351e-11
113,-0,2.5496e-11,1.2314e-10,1.4787e-11
114,-0,2.5496e-11,1.2314e-10,1.4787e-11
115,0.29471,0.25068,-0,0.044029
116,-0,4.334e-11,1.4396e-10,2.5351e-11
117,0.16419,0.16418,-0,8.5967e-07
118,0.23469,0.20852,-0,0.026173
119,-0,2.5496e-11,1.2314e-10,1.4787e-11
120,0.21514,0.059492,1.5543e-15,0.15565
121,0.07976,0.079757,-0,3.2258e-06
122,0.26568,0.1065,0.15918,7.7716e-16
123,-0,-7.4579e-10,8.3492e-10,4.8311e-10
124,-0,-7.4579e-10,8.3492e-10,4.8311e-10
125,-0,-7.4579e-10,8.3492e-10,4.8311e-10
126,0.057058,0.037323,0.019736,-0
127,0.042519,0.0425,-0,1.9322e-05
128,0.14498,0.14496,-0,2.0817e-05
129,-0,4.334e-11,1.4396e-10,2.5351e-11
130,0.075272,0.043857,-0,0.031415
131,0.15424,0.1353,-0,0.018936
132,0.35993,0.35945,-0,0.00048059
133,0.12531,0.12512,-0,0.00019223
134,0.1047,0.10467,2.1274e-05,5.5511e-16
135,0.36478,0.085873,0.27891,-0
136,0.075746,0.067082,-0,0.0086637
137,-0,4.334e-11,1.4396e-10,2.5351e-11
138,-0,2.5496e-11,1.2314e-10,1.4787e-11
